Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AIF,Apollo Tactical Income Fund Inc.,14.379,207978229.9,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",18.63,3268063049,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",38.54,1529188925,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",67.98,4268849443,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,"Aqua America, Inc.",26.7,4720702845,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
ARMK,Aramark,30.83,7381488473,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,6.33,322592726.3,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,24.573,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,24.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,24.6701,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c
ABRN,Arbor Realty Trust,23.75,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,"ARC Document Solutions, Inc.",5.72,268765502.7,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,Arc Logistic Partners LP,13.84,266403738,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,5.45,9016437610,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
MTCN,ArcelorMittal,8.73,0,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtcn
ARH^C,Arch Capital Group Ltd.,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ACI,"Arch Coal, Inc.",3.49,74219146.19,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/aci
ADM,Archer-Daniels-Midland Company,42.42,25831213845,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
ARCO,Arcos Dorados Holdings Inc.,2.65,557919962.8,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ASC,Ardmore Shipping Corporation,12.8,333395008,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.11,200880000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ARY.CL,Ares Capital Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ary.cl
ACRE,Ares Commercial Real Estate Corporation,12.07,345318475.5,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",13.89,238435906.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,17.395,3680745349,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
AGX,"Argan, Inc.",35.05,518511088.5,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",62.8,4234276121,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,14.02,320453752,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,20.25,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,22.3064,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",9.75,252281337.8,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",19.83,108530680.7,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",22.54,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",21.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AWI,Armstrong World Industries Inc,47.9,2649074102,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",56.42,5327197163,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,41.81,7297726450,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,36,2643240528,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,8.18,157791422.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,83.57,2225846836,n/a,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",13.95,397173435.3,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHT,Ashford Hospitality Trust Inc,6.33,604373720.7,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.4268,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^E,Ashford Hospitality Trust Inc,25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^e
ASH,Ashland Inc.,103.39,6991693643,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",10.31,106647392.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",9.21,32511613.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",7.5,172847085,n/a,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,46.57,2830425639,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^A,Aspen Insurance Holdings Limited,25.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a
AHL^B,Aspen Insurance Holdings Limited,26.1498,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b
AHL^C,Aspen Insurance Holdings Limited,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
ASB,Associated Banc-Corp,17.98,2700817028,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^B,Associated Banc-Corp,26.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^b
ASB^C,Associated Banc-Corp,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
AIZ,"Assurant, Inc.",78.25,5228544339,n/a,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,25.27,3702260395,n/a,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.4799,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,16.02,1614708169,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,25.1995,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,32.11,81174080000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
T,AT&T Inc.,32.64,2.00769E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,9.95,732514134.5,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
AT,Atlantic Power Corporation,1.92,232825672.3,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATLS,"Atlas Energy, L.P.",2.55,66327453.3,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atls
ARP,"Atlas Resource Partners, L.P.",2.97,282769619.2,n/a,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arp
ARP^D,"Atlas Resource Partners, L.P.",12.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arp^d
ARP^E,"Atlas Resource Partners, L.P.",18.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arp^e
ATO,Atmos Energy Corporation,58.93,5973716362,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",16.33,1055783490,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.02,2906522023,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,34.48,3813562580,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",109.51,9642370612,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",59.49,6748613954,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",740.78,22869680177,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",175.8,23364205529,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
ACP,Avenue Income Credit Strategies Fund,12.77,166955899.4,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,59.48,5438717786,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVG,AVG Technologies N.V.,21.93,1145471379,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avg
AVH,Avianca Holdings S.A.,4.67,581991329.4,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,33.17,2066377459,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,14.25,21022222298,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av
AVV,Aviva plc,26.81,0,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/avv
AVT,"Avnet, Inc.",43.5,5848916606,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVOL,Avolon Holdings Limited,30.46,2510775369,n/a,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/avol
AVP,"Avon Products, Inc.",3.51,1527831175,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,13,2183868934,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,26.05,6156604874,n/a,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXLL,Axiall Corporation,16.3,1150324040,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/axll
AXS,Axis Capital Holdings Limited,53.13,5346937159,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^C,Axis Capital Holdings Limited,26.0899,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c
AXS^D,Axis Capital Holdings Limited,24.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AZUR,"Azure Midstream Partners, LP",6.75,145215605.3,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/azur
AZZ,AZZ Inc.,48.52,1251529441,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",35.8,2075567435,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,16.08,864672895.2,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
MCI,Babson Capital Corporate Investors,16.22,315147722.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
BGH,Babson Capital Global Short Duration High Yield Fund,17.12,343390357.8,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
MPV,Babson Capital Participation Investors,13.19,135321209,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BMI,"Badger Meter, Inc.",57.85,839561835.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,53.35,23254321505,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,20.3,1159197985,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,64.06,8850979237,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.706,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",12.12,454097010,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",26.664,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BOCA,"Banc of California, Inc.",25.4001,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boca
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.45,53277250000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,5.65,28430143204,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,6.3,31700867644,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,63.95,10315701149,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",23,896284815,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,3.38,25490202400,n/a,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,18.66,8791011797,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",5.39,77168630000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",22.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25.86,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25.3183,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,33.47,8048087423,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",23.36,2262277125,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,15.38,1.60543E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^D,Bank of America Corporation,25.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,21.1399,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1073.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,25.68,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,25.33,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BAC^Z,Bank of America Corporation,25.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^z
BML^G,Bank of America Corporation,18.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,18.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,21.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,20.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,62.41,2714914822,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,55.09,35385346273,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
BK,Bank Of New York Mellon Corporation (The),39.17,43342296664,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),24.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),43.48,52502801332,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",10.53,1094531320,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",35.06,3627708897,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,15.39,64534117500,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^,Barclays PLC,25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^
BCS^A,Barclays PLC,25.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^C,Barclays PLC,25.86,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^c
BCS^D,Barclays PLC,25.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
BNED,"Barnes & Noble Education, Inc",12.68,611139570.4,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",11.95,911359281.3,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",36.35,1988143766,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",17.94,954780344.7,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,6.57,7651880310,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",3.43,146218962.1,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BXLT,Baxalta Incorporated,32.44,21960859535,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bxlt
BAX,Baxter International Inc.,33.55,18302832343,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.3,687375430.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,35.75,26221930950,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,24.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,23.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,23.8657,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BFR,BBVA Banco Frances S.A.,15.08,2698705988,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,16.23,262477548.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",41.9,35572358999,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
TZF,"Bear Stearns Depositor, Inc.",68.72,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tzf
BZH,"Beazer Homes USA, Inc.",13.58,443557103.1,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",135.37,28462134473,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,46.98,2004645197,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BXE,Bellatrix Exploration Ltd,1.59,305222616.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,10.45,1263559785,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",40.67,3923468412,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",21.55,1102088399,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",26.93,832003750.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",37.78,13017919846,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",26.86,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,33.06,53089253949,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,32.26,85830726793,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",48.61,2409459162,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,366.21,756452897.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,4.12,205798161.2,n/a,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
